id,id_oeuvre,segment_numero,segment_texte,ref_niv1,ref_niv2,ref_niv3,ref_niv4,ref_niv5,ref_niv1_texte,ref_niv2_texte,ref_niv3_texte,ref_niv4_texte,ref_niv5_texte,lien_1,lien_2,lien_3,lien_4,fiabilite,nature,texte_original,notes,paragraphe,rang,page,controle_rang_manuel,controle_verifie,marquage_source
"","A0010O0023","11","Enfin la vie de ces premiers hommes ayant été, beaucoup plus longue que celle des Israélites en Égypte, et ceux-ci ayant pu, dans un temps beaucoup moins long, se multiplier d’une manière si prodigieuse, qui ne comprend dès lors combien d’enfants ont pu naître au temps de Caïn et remplir sa cité ?","Livre premier","Question I","","","","Questions sur la Genèse","","","","","","","","","","texte","","","1","4","383","","false","Codex (IA)"
"","A0010O0023","12","On demande souvent <i>s’il est possible que Mathusalam ait vécu après le déluge</i>; ce que prouve la supputation de ses années, tandis qu’il est dit que tous les hommes périrent, à l’exception de ceux qui étaient entrés dans l’arche. Mais ce qui donne lieu à cette question, c’est l’interpolation du texte dans plusieurs exemplaires.","Livre premier","Question II","","","","Questions sur la Genèse","Genèse 5, 25","","","","","","","","","texte","","","1","1","383","","false","Codex (IA)"
"","A0010O0023","13","L’hébreu dit autrement, et en s’en tenant même au texte des Septante, on trouve dans plusieurs exemplaires, peu nombreux, il est vrai, mais plus dignes de foi, que Mathusalam mourut six ans avant le déluge.","Livre premier","Question II","","","","Questions sur la Genèse","","","","","","","","","","texte","","","1","2","383","","false","Codex (IA)"
"","A0010O0023","14","On demande encore : comment les Anges ont-ils pu avoir avec les filles des hommes un commerce impur, d’où les géants, dit-on, seraient issus ? Cependant plusieurs exemplaires, tant grecs que latins, ne portent pas <i>anges</i>, mais <i>fils de Dieu</i>; et quelques commentateurs ont cru, pour résoudre la difficulté, qu’il est question ici des hommes vertueux.","Livre premier","Question III","","","","Questions sur la Genèse","Genèse 6, 4","","","","","","","","","texte","","","1","1","383","","false","Codex (IA)"
"","A0010O0023","15","Ils ont pu effectivement être appelés des anges : n’est-il pas écrit de Jean, qui pourtant était un homme : « Voici que j’envoie mon ange devant moi pour préparer ton chemin[[3]]. » Ce qui préoccupe, c’est de savoir comment les géants ont dû leur naissance à des hommes ; ou bien, s’il est ici question des anges, et non des hommes, comment ces anges ont pu avoir commerce avec des femmes ?","Livre premier","Question III","","","","Questions sur la Genèse","","","","","","","","","","texte","","[[3]] Mal. III, 1","1","2","384","","false","Codex (IA)"
"","A0010O0023","16","Je ne vois pas, en vérité, que ce soit une merveille que des géants, c’est-à-dire des hommes d’une taille et d’une force extraordinaires, aient dû leur naissance à des hommes : il y en eut de semblables, même après le déluge, et aujourd’hui encore on trouve des hommes, et même des femmes, dont la haute stature tient du prodige.","Livre premier","Question III","","","","Questions sur la Genèse","","","","","","","","","","texte","","","1","3","384","","false","Codex (IA)"
"","A0010O0023","17","Il est donc plus rationnel de croire que les hommes justes, désignés sous le nom d’Anges ou de fils de Dieu, ont cédé à l’attrait de la concupiscence, et péché avec des femmes, que de croire les anges, spirituels par nature, capables de descendre jusqu’à cette ignominie : tout ce qu’on dit de la propension de certains démons à tourmenter les femmes, ne laisse pas cependant que de rendre difficile une définition sur cette matière.","Livre premier","Question III","","","","Questions sur la Genèse","","","","","","","","","","texte","","","1","4","384","","false","Codex (IA)"
"","A0010O0023","18","On demande aussi <i>comment, avec ses dimensions telles qu’elles sont décrites, l’arche de Noé put contenir tous les animaux qui y sont entrés, et leur nourriture</i>. — Origène résout cette question par le moyen de la coudée géométrique.","Livre premier","Question IV","","","","Questions sur la Genèse","Genèse 6, 15","","","","","","","","","texte","","","1","1","384","","false","Codex (IA)"
"","A0010O0023","19","Ce n’est pas en vain, dit-il, que l’Écriture nous représente Moïse comme ayant été instruit dans toute la sagesse des Égyptiens[[4]], qui cultivaient la géométrie. La coudée géométrique, selon lui, équivaut à six de nos coudées.","Livre premier","Question IV","","","","Questions sur la Genèse","","","","","","","","","","texte","","[[4]] Act. VII, 22","1","2","384","","false","Codex (IA)"
"","A0010O0023","20","Or, en prenant cette grande mesure pour base de notre calcul, il ne faut plus demander si l’arche fut d’une capacité suffisante pour contenir tout cela.","Livre premier","Question IV","","","","Questions sur la Genèse","","","","","","","","","","texte","","","1","3","384","","false","Codex (IA)"
"","A0010O0023","21","<i>Comment une arche de dimensions si considérables a-t-elle pu être construite, dans l’espace d’un siècle, par quatre hommes</i>, c’est-à-dire, par Noé et ses trois fils ? - Si ce travail était au-dessus de leurs forces, il ne leur était pas difficile d’employer d’autres ouvriers.","Livre premier","Question V","","","","Questions sur la Genèse","Genèse 6, 15","","","","","","","","","texte","","","1","1","384","","false","Codex (IA)"
"","A0010O0023","22","Ceux-ci, tout en recevant leur salaire, ne se seront pas inquiétés si l’entreprise de Noé était sage ou insensée, et ne seront pas entrés dans l’arche, parce qu’ils n’auront pas partagé la foi de ce patriarche.","Livre premier","Question V","","","","Questions sur la Genèse","","","","","","","","","","texte","","","1","2","384","","false","Codex (IA)"
"","A0010O0023","23","<i>Que signifie cette parole</i> relative à la fabrication de l’arche : « Tu y feras un bas étage, et une seconde voûte » ? – Le bas étage ne devait pas recevoir deux et trois voûtes.","Livre premier","Question VI","","","","Questions sur la Genèse","Genèse 6, 16","","","","","","","","","texte","","","1","1","384","","false","Codex (IA)"
"","A0010O0023","24","En se servant de cette distinction, Dieu a voulu faire entendre que l’arche tout entière devait avoir un local inférieur ; puis, au-dessus, un étage, qu’il appelle une seconde voûte ; plus haut enfin, un autre étage, ou une troisième voûte.","Livre premier","Question VI","","","","Questions sur la Genèse","","","","","","","","","","texte","","","1","2","384","","false","Codex (IA)"
"","A0010O0023","25","Ainsi, dans la première habitation, Je veux dire, dans la partie inférieure, l’arche avait une première voûte ; dans la seconde habitation, qui se trouvait au-dessus de la première, elle était également voûtée ; aussi l’était-elle encore et une troisième fois dans la troisième habitation, qui s’élevait au-dessus de la seconde.","Livre premier","Question VI","","","","Questions sur la Genèse","","","","","","","","","","texte","","","1","3","384","","false","Codex (IA)"
"","A0010O0023","26","Dieu dit que les animaux devaient non-seulement vivre, mais encore se nourrir dans l’arche, et il donna ordre à Noé de prendre toute espèce de nourriture pour lui et tous les animaux qui devaient l’accompagner.<i>Comment donc les lions et les aigles qui vivent de chair, ont-ils pu s’y nourrir</i> ?","Livre premier","Question VII","","","","Questions sur la Genèse","Genèse 6, 21","","","","","","","","","texte","","","1","1","384","","false","Codex (IA)"
"","A0010O0023","27","Outre le nombre d’animaux déterminé, en a-t-on introduit dans l’arche pour servir de nourriture à d’autres. Ou bien, ce qui est plus probable, faut-il se persuader que la sagesse humaine ou la lumière divine avait fait préparer pour ces animaux des aliments autres que de la chair et cependant convenables ?","Livre premier","Question VII","","","","Questions sur la Genèse","","","","","","","","","","texte","","","1","2","384","","false","Codex (IA)"
"","A0010O0023","28","« Les oiseaux purs et les oiseaux impurs, les animaux purs et les animaux impurs avec tout ce qui rampe sur la terre » sans doute, pur et impur, quoique cela ne soit pas exprimé dans l’Écriture, « entrèrent dans l’arche avec Noé, deux à deux, mâle et femelle. »","Livre premier","Question VIII","","","","Questions sur la Genèse","Nombre inégal des animaux purs et impurs.
Genèse 7, 8-9","","","","","","","","","texte","","","1","1","384","","false","Codex (IA)"
"","A0010O0023","29","Pour distinguer les animaux impurs on disait d’eux précédemment : deux à deux ; pourquoi est-il rapporté ici indistinctement des animaux purs et des animaux impurs qu’ils sont entrés deux à deux dans l’arche ? C’est que ceci n’a point rapport à la quantité, mais au sexe des animaux : dans toutes les espèces pures ou impures, il y a mâle et femelle.","Livre premier","Question VIII","","","","Questions sur la Genèse","","","","","","","","","","texte","","","1","2","384","","false","Codex (IA)"
"","A0010O0023","30","<i>Que signifie : Esprit de vie</i> ? – Il faut remarquer que cette parole : « en qui est  l’esprit de vie » s’applique non-seulement aux hommes, mais encore aux animaux. C’est que plusieurs entendent de l’Esprit-Saint le passage suivant : « Et Dieu répandit sur son visage l’Esprit de vie[[5]]. » Quelques exemplaires portent avec plus d’exactitude : « un souffle de vie. »","Livre premier","Question IX","","","","Questions sur la Genèse","Genèse 7, 15","","","","","","","","","texte","","[[5]] Gen. II, 7","1","1","384","","false","Codex (IA)"
"","A0010O0023","31","À cause de ce que rapporte l’histoire du mont Olympe, on demande si l’eau tout entière du déluge surpassa de quinze coudées les plus hautes montagnes, comme le dit l’Écriture. Mais si la terre a pu envahir l’espace de cette région tranquille, inaccessible aux vents et aux tempêtes, pourquoi l’eau, en s’élevant, n’aurait-elle pu parvenir jusque-là ?","Livre premier","Question X","","","","Questions sur la Genèse","De l’élévation de l’eau au-dessus des montagnes pendant le déluge.
Genèse 7, 20","","","","","","","","","texte","","","1","1","385","","false","Codex (IA)"
"","A0010O0023","32","Il est écrit : <i>« L’eau s’éleva au-dessus de terre pendant cent cinquante jours. »</i> – Cela signifie-t-il que l’eau s’accrut, jusqu’au cent-cinquantième jour ou qu’elle se maintint pendant tout ce temps à la hauteur qu’elle avait atteinte ? D’autres versions semblent préférer ce dernier sens. Aquila dit en effet : Elle couvrit, et Symmaque : Elles conservèrent leur niveau.","Livre premier","Question XI","","","","Questions sur la Genèse","Genèse 7, 24","","","","","","","","","texte","","","1","1","385","","false","Codex (IA)"
"","A0010O0023","33","Il est écrit qu’au bout de cent cinquante jours un vent fut envoyé sur la terre et que l’eau ne monta plus ; que les sources de l’abîme et les cataractes du ciel se fermèrent et enfin que la pluie cessa de tomber du ciel.","Livre premier","Question XII","","","","Questions sur la Genèse","Sur plusieurs particularités relatives à la fin du déluge.
Genèse 8, 1","","","","","","","","","texte","","","1","1","385","","false","Codex (IA)"
"","A0010O0023","34","On demande si ces choses se sont accomplies au bout des cent-cinquante jours, ou si tout ce qui est rappelé dans cette énumération a commencé après les quarante jours de pluie ; dans ce cas les cent cinquante jours se rapporteraient uniquement à cette circonstance, que l’eau s’éleva jusqu’à cette date, soit que la pluie cessât alors de sortir des sources de l’abîme, soit que l’eau demeurât à la même hauteur, tant qu’elle ne fut pas desséchée sous l’action du vent : dans cette hypothèse, toutes les particularités dont il est fait mention ne se seraient pas réalisées au bout de cent cinquante jours, mais le texte rappellerait tout ce qui commença de s’opérer à partir du quarantième.","Livre premier","Question XII","","","","Questions sur la Genèse","","","","","","","","","","texte","","","1","2","385","","false","Codex (IA)"
"","A0010O0023","35","Il est écrit qu’un corbeau fut lâché, et ne revint pas ; et qu’ensuite une colombe fut envoyée dehors, et revint, ne trouvant pas ou[<i>sic</i>] poser le pied. Ceci donne lieu à la question suivante : Le corbeau est-il mort, ou a-t-il pu vivre d’une manière quelconque ?","Livre premier","Question XIII","","","","Questions sur la Genèse","Sur le corbeau sorti de l’arche.
Genèse 8, 6-9","","","","","","","","","texte","","","1","1","385","","false","Codex (IA)"
"","A0010O0023","36","S’il put reposer sur la terre, la colombe le put également. C’est ce qui fait conjecturer à plusieurs que le corbeau a pu s’attacher à quelque cadavre, tandis que la colombe en a horreur naturellement.","Livre premier","Question XIII","","","","Questions sur la Genèse","","","","","","","","","","texte","","","1","2","385","","false","Codex (IA)"
"","A0010O0023","37","Une autre question se présente : Comment la colombe n’a-t-elle pas trouvé où poser le pied, si déjà, comme le contexte et le récit le font voir, le sommet des montagnes était à nu ?","Livre premier","Question XIV","","","","Questions sur la Genèse","Sur la colombe.
Genèse 8, 9","","","","","","","","","texte","","","1","1","385","","false","Codex (IA)"
"","A0010O0023","38","La question paraît être résolue par ces deux considérations : ou la récapitulation mentionne comme arrivées antérieurement les choses qui ne sont arrivées que postérieurement ; ou plutôt, c’est que les sommets des montagnes n’étaient pas encore desséchés.","Livre premier","Question XIV","","","","Questions sur la Genèse","","","","","","","","","","texte","","","1","2","385","","false","Codex (IA)"
"","A0010O0023","39","Que signifie cette parole du Seigneur : « Désormais je ne maudirai plus la  terre à cause des œuvres de l’homme, car l’esprit  de l’homme est porté au mal dès sa jeunesse.  Je ne frapperai donc plus comme je l’ai fait  toute chair vivante. »","Livre premier","Question XV","","","","Questions sur la Genèse","Caractère de l’ancien et du nouveau Testament.
Genèse 8, 21","","","","","","","","","texte","","","1","1","385","","false","Codex (IA)"
"","A0010O0023","40","Et après cela pourquoi Dieu rapporte-t-il les bienfaits dont la générosité de son amour gratifie des hommes indignes ? Est-ce ici une figure des miséricordes qui signalent le nouveau Testament, et les vengeances passées seraient-elles l’image de l’Ancien ? En d’autres termes, la vengeance serait-elle le type des sévérités de la loi, et la bonté des douceurs de la grâce ?","Livre premier","Question XV","","","","Questions sur la Genèse","","","","","","","","","","texte","","","1","2","385","","false","Codex (IA)"
"","A0010O0023","41","Que signifient ces mots : « Et  je vengerai la mort de l’homme, de la violence  de l’homme son frère ? » Dieu veut-il faire entendre que tous les hommes sont frères, en vertu de la parenté qui résulte d’une origine commune ?","Livre premier","Question XVI","","","","Questions sur la Genèse","Tous les hommes frères par l’unité d’origine.
Genèse 9, 5","","","","","","","","","texte","","","1","1","385","","false","Codex (IA)"
"","A0010O0023","42","Pourquoi le péché de Cham envers son père est-il maudit, non dans la personne du coupable, mais dans son fils Chanaan ? N’était-ce pas la prédiction que les enfants d’Israël, postérité future de Sem, devaient un jour recevoir en partage la terre de Chanaan, après en avoir expulsé les Chananéens par le droit de la guerre ?","Livre premier","Question XVII","","","","Questions sur la Genèse","Malédiction de Chanaan.
Genèse 9, 25","","","","","","","","","texte","","","1","1","385","","false","Codex (IA)"
"","A0010O0023","43","On demande pourquoi il est dit de Nembroth : « Celui-ci fut le premier de la race des géants sur la terre » puisque auparavant il est fait mention dans l’Écriture de la naissance des géants ? Serait-ce parce qu’il est ici question de la restauration d’un nouveau genre humain, du milieu du quel Nembroth apparut le premier comme un géant sur la terre ?","Livre premier","Question XVIII","","","","Questions sur la Genèse","Nembroth premier des géants après le déluge.
Genèse 10, 8","","","","","","","","","texte","","","1","1","385","","false","Codex (IA)"
"","A0010O0023","44","On demande ce que veulent dire ces mots : « Et Héber eut deux fils : l’un s’appela Phaleg, parce que la terre fut divisée de son temps. » Ne signifient-ils pas que pendant la vie de Phaleg eut lieu la confusion des langues, source de la division des peuples ?","Livre premier","Question XIX","","","","Questions sur la Genèse","Confusion des langues et division des peuples.
Genèse 10, 25","","","","","","","","","texte","","","1","1","386","","false","Codex (IA)"
"","A0010O0023","45","« Et toute la terre n’avait qu’une langue. » Comment ce passage peut-il être entendu, quand il a été dit plus haut que les enfants de Noé ou les enfants de ses enfants se répandirent sur la terre selon leurs tribus, leurs nations et leurs langues ?","Livre premier","Question XX","","","","Questions sur la Genèse","Unité de langage.
Genèse 11, 1","","","","","","","","","texte","","","1","1","386","","false","Codex (IA)"
"","A0010O0023","46","N’était-ce point parce que le texte rappelle ici, par mode de récapitulation, les choses qui sont arrivées antérieurement ? L’obscurité vient de ce que la trame du récit présente cet évènement comme s’il était arrivé après ceux qui l’ont suivi.","Livre premier","Question XX","","","","Questions sur la Genèse","","","","","","","","","","texte","","","1","2","386","","false","Codex (IA)"
"","A0010O0023","47","« Venez, bâtissons une ville et une tour dont le sommet montera jusqu’au ciel. » Si ces hommes ont cru réellement pouvoir y atteindre, leur projet dénote une impiété et une audace profondément insensées. – Toutefois la vengeance divine qui s’en est suivie, et la confusion des langues, autorisent à croire qu’ils ont eu cette pensée.","Livre premier","Question XXI","","","","Questions sur la Genèse","Tour de Babel.
Genèse 11, 4","","","","","","","","","texte","","","1","1","386","","false","Codex (IA)"
"","A0010O0023","48","« Venez, descendons et confondons leurs langages : qu’ils ne s’entendent plus les uns les autres. » Est-ce aux Anges que Dieu adressa ce discours, ou faut-il l’interpréter dans le même sens que ces paroles du commencement de la Genèse : « Faisons l’homme à notre image et à notre ressemblance[[6]] ? »","Livre premier","Question XXII","","","","Questions sur la Genèse","Trinité des personnes dans l’unité de la nature divine.
Genèse 11, 7","","","","","","","","","texte","","[[6]] Gen. I, 26","1","1","386","","false","Codex (IA)"
"","A0010O0023","49","Car de même qu’il est dit ensuite au singulier que « le Seigneur confondit les langues de la terre » de même, dans le passage en question, après qu’il a été dit : « Faisons à notre image » il n’est pas dit : Ils firent, mais « Dieu fit. »","Livre premier","Question XXII","","","","Questions sur la Genèse","","","","","","","","","","texte","","","1","2","386","","false","Codex (IA)"
"","A0010O0023","50","Il est écrit : « Et Arphaxad avait cent trente-cinq ans, lorsqu’il engendra Chaïnan ; et après avoir engendré Chaïnan, il vécut quatre cents ans » ou, selon le grec, « <i>trois cents ans</i>. » On demande, à ce propos, comment Dieu a dit à Noé : « Désormais la vie des hommes ne dépassera pas cent-vingt ans. »","Livre premier","Question XXIII","","","","Questions sur la Genèse","Durée de la vie des hommes avant le déluge.
Genèse 11, 12, 13","","","","","","","","","texte","","","1","1","386","","false","Codex (IA)"
"","A0010O0023","51","Arphaxad n’était pas né encore, lorsque Dieu prononça ces paroles ; il ne fut pas non plus dans l’arche avec ses parents : comment donc concilier les cent-vingt années, données pour limite à la vie humaine, avec les quatre cents ans et plus que vécut cet homme ?","Livre premier","Question XXIII","","","","Questions sur la Genèse","","","","","","","","","","texte","","","1","2","386","","false","Codex (IA)"
"","A0010O0023","52","Cet arrêt, Dieu ne l’aurait-il pas fait entendre à son serviteur, en lui annonçant le déluge qu’il devait envoyer, vingt ans avant le commencement de la construction de l’arche, qui ne fût construite qu’en cent années, et n’aurait-il pas prédit dans cette circonstance la durée des hommes que le déluge devait engloutir, non celle de la vie des hommes qui naîtraient après le déluge ?","Livre premier","Question XXIII","","","","Questions sur la Genèse","","","","","","","","","","texte","","","1","3","386","","false","Codex (IA)"
"","A0010O0023","53","On demande pourquoi il est écrit : « Sem fut le père de tous les enfants d’Héber » car Héber est le descendant de Sem, fils de Noé, à la cinquième génération. Serait-ce parce que les Hébreux tiennent leur nom de lui ? C’est de lui en effet que descend Abraham.","Livre premier","Question XXIV","","","","Questions sur la Genèse","Origine du nom des Hébreux.
Genèse 10, 21","","","","","","","","","texte","","","1","1","386","","false","Codex (IA)"
"","A0010O0023","54","Lequel, est donc le plus probable, que les Hébreux soient ainsi nommés d’Héber ou d’Abraham : c’est une question qui mérite d’être posée[[7]].","Livre premier","Question XXIV","","","","Questions sur la Genèse","","","","","","","","","","texte","","[[7]] Cité de Dieu, liv. 16, ch. 3 ; Rétractations, liv. 2, ch. 16.","1","2","386","","false","Codex (IA)"
"","A0010O0023","55","1. Tharra, père d’Abraham, engendra ce dernier à l’âge de soixante-dix ans ; il demeura ensuite à Charran avec tous les siens, y vécut deux cent cinq ans, et y mourut. Le Seigneur dit ensuite à Abraham de sortir de Charran, et celui-ci en sortit en effet, à l’âge de soixante-quinze ans.","Livre premier","Question XXV","","","","Questions sur la Genèse","Quand Abraham fut-il établi dans la terre de Chanaan ?
Genèse 11, 26","","","","","","","","","texte","","","1","1","386","","false","Codex (IA)"
"","A0010O0023","56","Comment faut-il entendre tout cela ? Ne faut-il pas voir dans cette récapitulation que le Seigneur se fit entendre du vivant de Tharra, qu’Abraham sortit de Charran, conformément à l’ordre de Dieu, du vivant de son père ; qu’il avait alors soixante-quinze ans, et son père cent quarante-cinq, dans le cas où la vie ce dernier aurait été de deux cent cinq ans ?","Livre premier","Question XXV","","","","Questions sur la Genèse","","","","","","","","","","texte","","","1","2","386","","false","Codex (IA)"
"","A0010O0023","57","Par conséquent, s’il est écrit : « Tharra vécut deux cent cinq ans à Charran » c’est parce qu’il finit ses jours dans ce pays.","Livre premier","Question XXV","","","","Questions sur la Genèse","","","","","","","","","","texte","","","1","3","386","","false","Codex (IA)"
"","A0010O0023","58","La question se trouve donc résolue de cette manière, tandis qu’elle demeurerait insoluble, si nous admettions que le Seigneur ne donna à Abraham l’ordre de quitter Charran qu’après la mort de Tharra ; car il devait avoir plus de soixante-quinze ans lorsque mourut son père, puisque celui-ci l’avait engendré à l’âge de soixante-dix ans : en conséquence, Abraham avait cent trente-cinq ans à la mort de son père, si ce dernier a vécu deux cent cinq ans.","Livre premier","Question XXV","","","","Questions sur la Genèse","","","","","","","","","","texte","","","1","4","386","","false","Codex (IA)"
"","A0010O0023","59","C’est ainsi qu’en tenant compte du mode de récapitulation employé dans l’Écriture, on résout un grand nombre de difficultés, qui peuvent paraître échapper à toute solution, comme on a pu le voir par l’exposé des questions précédentes, où sont récapitulés les évènements.","Livre premier","Question XXV","","","","Questions sur la Genèse","","","","","","","","","","texte","","","1","5","386","","false","Codex (IA)"
"","A0010O0023","60","2. Plusieurs interprètes donnent cependant une autre explication. Ils supputent les années d’Abraham à partir du temps où il fut délivré des flammes dans lesquelles il avait été jeté par les Chaldéens, et condamné à y périr, pour n’avoir pas voulu s’associer au culte superstitieux qu’ils rendent au feu.","Livre premier","Question XXV","","","","Questions sur la Genèse","","","","","","","","","","texte","","","2","1","387","","false","Codex (IA)"
"","A0010O0023","61","Ce récit, qui s’appuie sur la tradition des Juifs, ne se lit pas toutefois dans l’Écriture. Cette solution est également admissible ; car, en disant que « Tharra avait soixante-dix ans quand il engendra Abraham, Nachor et Arran » l’Écriture ne veut pas faire entendre assurément qu’à l’âge de soixante-dix ans il les engendra tous les trois, mais qu’il commença à avoir des enfants à cet âge.","Livre premier","Question XXV","","","","Questions sur la Genèse","","","","","","","","","","texte","","","2","2","387","","false","Codex (IA)"
"","A0010O0023","62","Or, il est possible qu’Abraham soit le plus jeune, mais qu’il soit nommé le premier en raison de la grandeur de son mérite.","Livre premier","Question XXV","","","","Questions sur la Genèse","","","","","","","","","","texte","","","2","3","387","","false","Codex (IA)"
"","A0010O0023","63","C’est ainsi que le prophète, en disant : « <i>J’ai aimé Jacob et détesté Esaü</i>[[8]] » désigne d’abord le plus jeune ; c’est ainsi encore qu’aux Paralipomènes, Juda est cité le premier, quoiqu’il soit le quatrième dans l’ordre de la naissance[[9]] : n’était-ce pas à lui que la nation juive devait emprunter son nom, parce que la royauté était dans sa tribu ?","Livre premier","Question XXV","","","","Questions sur la Genèse","","","","","","","","","","texte","","[[8]] Mal. I, 2-3
[[9]] 1Ch. IV, 1","2","4","387","","false","Codex (IA)"
"","A0010O0023","64","Or, c’est un grand avantage d’avoir pour la solution des questions difficiles plusieurs moyens de s’en tirer.","Livre premier","Question XXV","","","","Questions sur la Genèse","","","","","","","","","","texte","","","2","5","387","","false","Codex (IA)"
"","A0010O0023","65","3. Il est bon maintenant d’examiner laquelle de ces explications se trouve en plus parfait accord avec le récit de saint Étienne.","Livre premier","Question XXV","","","","Questions sur la Genèse","","","","","","","","","","texte","","","3","1","387","","false","Codex (IA)"
"","A0010O0023","66","Suivant ce récit, et contrairement à ce que semble dire la Genèse[[10]], ce n’est pas après la mort de Tharra qu’Abraham reçut de Dieu l’ordre de quitter sa famille et la maison de son père, mais lorsqu’il était en Mésopotamie, sorti déjà du pays des Chaldéens et avant qu’il habitât Charran ; et ce serait dans ce voyage que Dieu lui aurait parlé.","Livre premier","Question XXV","","","","Questions sur la Genèse","","","","","","","","","","texte","","[[10]] Gen. XII, 1","3","2","387","","false","Codex (IA)"
"","A0010O0023","67","Mais Étienne dit ensuite : « Alors Abraham sortit du pays des Chaldéens, et alla demeurer à Charran ; et de là, après la mort de son père, Dieu le fit passer en ce pays[[11]]. » Ces paroles ne créent pas un léger embarras à l’explication, qui se base sur la récapitulation.","Livre premier","Question XXV","","","","Questions sur la Genèse","","","","","","","","","","texte","","[[11]] Act. VII, 4","3","3","387","","false","Codex (IA)"
"","A0010O0023","68","Car Abraham parait avoir reçu l’ordre de Dieu, lorsqu’il était sur le chemin de la Mésopotamie, à sa sortie du pays des Chaldéens, et dans son voyage à Charran ; et cet ordre, il ne l’a fidèlement accompli, ce semble, qu’après la mort de son père, puisqu’il est dit : « Et il demeure à Charran ; et de là, après la mort de son père, Dieu le fit passer en ce pays. »","Livre premier","Question XXV","","","","Questions sur la Genèse","","","","","","","","","","texte","","","3","4","387","","false","Codex (IA)"
